TrainingDataset,HumanOrthologGeneID,MouseGeneID,Symbol,Synonyms,Description,EnsemblGeneID,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,MCARTA2.0_score,MCARTA2_FDR,MCARTA2_LIST,MCARTA2_EVIDENCE,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_PrimarySubcellularLocalization_2015
Tmito,8165,11640,Akap1,AKAP121|AKAP84|Akap|C76494|C81186|DAKAP1|S-AKAP84|O08715,A kinase (PRKA) anchor protein 1,ENSMUSG00000018428,857,,SharedDomain,41,1.88,NoMitoHomolog,NoHomolog,25-50pure,17.309,0.003,1,"literature, mito protein domain, induction, coexpression++, MS/MS+",chr11,88830791,88864586,3,18,58,6.88E+08,33,"cerebellum, skeletalmuscle, testis",,7.3,,,,,,6.2,,,,,,8.8,"Mitochondria (APE, Supportive)"
Tmito,10455,23986,Eci2,Acbd2|Drs1|Hca88|Peci|Q9WUR2,enoyl-Coenzyme A delta isomerase 2,ENSMUSG00000021417,391,2,SharedDomain,32,0.36,NoMitoHomolog,NoHomolog,50-75pure,17.3004,0.003,1,"literature, APEX_matrix, targetP signal, mito protein domain, coexpression+, MS/MS++",chr13,34977747,34994144,14,26,279,1.22E+10,63,all 14,8.1,8.1,8.6,7.7,9.4,9.4,9.2,8.7,9.3,8.5,8.4,8.3,8.9,9,"Vesicles (APE, Supportive)"
Tmito,29960,68017,Ftsj2,2310037B18Rik|Q9CPY0,FtsJ homolog 2 (E. coli),ENSMUSG00000029557,246,2,SharedDomain,9,,OrthologMitoHighConf,Homolog,0-25ambig,17.2855,0.003,1,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression",chr5,140327673,140331898,1,2,2,4.75E+06,7,cerebrum,6.7,,,,,,,,,,,,,,"Nucleoli (APE, Supportive)"
Tpossible_mito,387787,67164,Lipt2,2610209A20Rik|Q9D009,lipoyl(octanoyl) transferase 2 (putative),ENSMUSG00000030725,231,5,SharedDomain,22,,HomologMitoHighConf,Ortholog,50-75ambig,17.2221,0.003,1,"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",chr7,100159276,100160931,9,14,66,8.28E+08,67,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, placenta, testis",8.1,8,7.4,7.3,,,,6.9,8.2,,8.2,,7.9,8.1,"Vesicles (APE, Uncertain)"
Tmito,80224,76826,Nubpl,2410170E07Rik|Q9CWD8,nucleotide binding protein-like,ENSMUSG00000035142,319,2,SharedDomain,39,,NoMitoHomolog,Homolog,25-50pure,17.1587,0.003,1,"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression+, MS/MS+",chr12,52097745,52310959,6,11,31,4.53E+08,36,"spinalcord, adipose, largeintestine, stomach, placenta, testis",,,,7.3,,,,,8.4,,7.5,7.1,7.6,7.9,
Tmito,94081,14057,Sfxn1,2810002O05Rik|A930015P12Rik|f|Q99JR1,sideroflexin 1,ENSMUSG00000021474,322,,MitoDomain,14,,HomologMitoLowConf,NoHomolog,75-100pure,17.1524,0.003,1,"literature, yeast mito homolog, mito protein domain+, coexpression, MS/MS++",chr13,54071844,54108345,13,26,992,5.88E+10,81,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",9.6,9.2,9.3,9,10.1,9.5,,6.9,10,9.9,9.5,9,9.9,9.5,"Mitochondria (APE, Supportive)"
Tmito,10463,109108,Slc30a9,2310024J23Rik|AL024256|GAC63|HUEL|Q5IRJ6,"solute carrier family 30 (zinc transporter), member 9",ENSMUSG00000029221,567,2,SharedDomain,3,0.6,OrthologMitoHighConf,NoHomolog,0-25pure,17.0811,0.003,1,"APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, MS/MS",chr5,67306956,67356145,9,10,42,2.94E+08,19,"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis",7.5,7,7.8,8.1,,,,,7,,6.6,6.9,7.4,7.4,
Tmito,2628,67092,Gatm,1810003P21Rik|AI314789|AT|Q9D964,glycine amidinotransferase (L-arginine:glycine amidinotransferase),ENSMUSG00000027199,423,2,MitoDomain,2,-0.53,NoMitoHomolog,NoHomolog,75-100pure,17.0145,0.003,1,"literature, targetP signal, mito protein domain+, MS/MS++",chr2,122594472,122611277,6,47,1010,1.36E+11,87,"spinalcord, kidney, liver, stomach, placenta, testis",,,,7.5,9.9,7.7,,,,,,7.1,11.1,9.3,
Tpossible_mito,586,12035,Bcat1,BCATc|Eca39|P24288,"branched chain aminotransferase 1, cytosolic",ENSMUSG00000030268,453,2,SharedDomain,0,,OrthologMitoHighConf,Homolog,25-50ambig,17.0074,0.003,1,"targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",chr6,144993834,145076157,4,9,32,8.12E+08,28,"cerebrum, cerebellum, brainstem, spinalcord",8.2,8.1,8.7,7.8,,,,,,,,,,,
Tmito,51499,69076,Triap1,1810015M01Rik|AU020874|AU043831|P53csv|Wf-1|Q9D8Z2,TP53 regulated inhibitor of apoptosis 1,ENSMUSG00000029535,76,,SharedDomain,3,1.25,OrthologMitoHighConf,NoHomolog,50-75pure,16.9398,0.003,1,"literature, yeast mito homolog++, mito protein domain, induction, MS/MS++",chr5,115341246,115343552,3,6,9,7.01E+07,61,"adipose, stomach, placenta",,,,,,,,,7.6,,,6.9,7.3,,"Nucleus but not nucleoli;Mitochondria (APE, Uncertain)"
Tmito,1371,12892,Cpox,CPX|Cpo|HCP|cac|nct|P36552,coproporphyrinogen oxidase,ENSMUSG00000022742,443,3,SharedDomain,5,-0.18,NoMitoHomolog,Ortholog,50-75pure,16.9332,0.003,1,"literature, APEX_IMS, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr16,58670207,58680389,12,29,197,9.04E+09,56,"cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",,7.2,7.4,7.4,9.2,9.4,,7.8,7.5,9,7.9,8.3,9.5,7.9,"Mitochondria (APE, Supportive)"
Tmito,63929,321003,Xpnpep3,APP3|E430012M05Rik|B7ZMP1,"X-prolyl aminopeptidase (aminopeptidase P) 3, putative",ENSMUSG00000022401,386,2,SharedDomain,20,,HomologMitoHighConf,NoHomolog,25-50pure,16.9136,0.003,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, coexpression, MS/MS+",chr15,81400187,81454888,8,14,55,7.09E+08,39,"cerebrum, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.2,,,,,7.6,,,8.5,7,6.9,7.3,8.2,8.2,"Nucleus (APE, Supportive)"
Tmito,50640,67452,Pnpla8,1200006O19Rik|AI467579|Ipla2(gamma)|Q8K1N1,patatin-like phospholipase domain containing 8,ENSMUSG00000036257,776,,NonMitoDomain,40,0.67,NoMitoHomolog,Ortholog,25-50pure,16.8696,0.003,1,"APEX_matrix, Rickettsial homolog, induction, coexpression++, MS/MS+",chr12,44269153,44313435,8,29,96,7.63E+08,39,"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, largeintestine, testis",8.3,8,7.6,7.9,,7.4,,,8.2,,7.4,,,8.1,"Nucleus but not nucleoli;Cytoplasm (APE, Uncertain)"
Tmito,90480,102060,Gadd45gip1,2310040G17Rik|AI425883|Crif1|MRP-L59|Plinp1|Q9CR59,"growth arrest and DNA-damage-inducible, gamma interacting protein 1",ENSMUSG00000033751,222,1,NA,34,,NoMitoHomolog,NoHomolog,50-75pure,16.8585,0.003,1,"APEX_matrix, GFP, targetP signal+, coexpression+, MS/MS++",chr8,84832281,84835482,14,13,122,2.67E+09,53,all 14,8.5,8.4,8.5,8.2,8.4,8.2,7.8,7.1,8.1,8.4,8.3,7.4,8.6,8.2,"Mitochondria (APE, Supportive)"
Tmito,2671,11692,Gfer,Alr|ERV1|P56213,"growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)",ENSMUSG00000040888,198,4,SharedDomain,11,,OrthologMitoHighConf,NoHomolog,50-75ambig,16.8509,0.003,1,"literature, GFP, targetP signal, yeast mito homolog++, mito protein domain, coexpression, MS/MS",chr17,24693190,24696156,12,15,163,2.33E+09,61,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.8,8.5,8.6,7.9,7.8,8.7,,,8,7.3,7.6,6.9,8.1,7.9,"Cytoplasm (APE, Supportive)"
Tmito,51335,83485,Ngrn,AW552001|Q99KS2,"neugrin, neurite outgrowth associated",ENSMUSG00000047084,293,2,MitoDomain,6,,OrthologMitoHighConf,NoHomolog,,16.8435,0.003,1,"APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, coexpression",chr7,80261214,80265378,,,,,,,,,,,,,,,,,,,,,
Tmito,78988,67840,Mrp63,2610025P17Rik|AV005697|Q9CQF8,mitochondrial ribosomal protein 63,ENSMUSG00000021967,102,2,MitoDomain,10,,NoMitoHomolog,NoHomolog,25-50pure,16.8076,0.003,1,"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression, MS/MS+",chr14,57826238,57828745,9,5,38,1.00E+09,37,"cerebrum, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis",7.9,,,7.3,7.9,8,,,7.8,8.2,8.4,,8.3,7.9,"Mitochondria (APE, Supportive)"
Tmito,4696,66091,Ndufa3,1010001M12Rik|1700022J01Rik|Q9CQ91,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3",ENSMUSG00000035674,84,,NA,48,0.79,NoMitoHomolog,NoHomolog,50-75pure,16.7613,0.003,1,"literature, induction, coexpression++, MS/MS++",chr7,3617372,3620161,14,7,397,1.68E+10,67,all 14,9.2,9.1,9.3,8.7,9.5,8.9,8.9,8.8,9,9.1,9,9.1,8.8,8.7,
Tmito,55037,69956,Ptcd3,2610034F17Rik|2810422B04Rik|AA589622|AU045708|MRP-S39|Q14C51,pentatricopeptide repeat domain 3,ENSMUSG00000063884,685,1,MitoDomain,NA,,NoMitoHomolog,NoHomolog,50-75pure,16.727,0.003,1,"literature, APEX_matrix, targetP signal+, mito protein domain+, MS/MS++",chr6,71880637,71908762,14,46,447,7.98E+09,65,all 14,8.5,8.3,8.3,8.5,9,8.7,7.3,8.3,8.8,9,9.3,8.4,9,8.6,"Mitochondria (APE, Supportive)"
Tmito,84311,67036,Mrpl45,2600005P05Rik|AU043542|R75241|Q9D0Q7,mitochondrial ribosomal protein L45,ENSMUSG00000018882,306,2,SharedDomain,26,1.2,NoMitoHomolog,NoHomolog,25-50pure,16.7096,0.003,1,"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS+",chr11,97315715,97329920,9,17,80,1.68E+09,50,"cerebrum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.8,,7.9,7.5,,,,,8.2,8,8.7,7,8.6,8.4,"Mitochondria (APE, Supportive)"
Tmito,8034,73132,Slc25a16,3110021G18Rik|GDA|GDC|HGT.1|ML7|Q8C0K5,"solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16",ENSMUSG00000071253,332,,MitoDomain,23,,OrthologMitoLowConf,NoHomolog,25-50ambig,16.6672,0.003,1,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS",chr10,62920632,62946494,9,12,33,3.59E+08,34,"cerebrum, brainstem, spinalcord, liver, adipose, largeintestine, stomach, placenta, testis",7.1,,8.2,7,,7.5,,,7.4,,7.6,6.7,7.6,7.6,
Tmito,7350,22227,Ucp1,AI385626|Slc25a7|Ucp|P12242,"uncoupling protein 1 (mitochondrial, proton carrier)",ENSMUSG00000031710,307,,MitoDomain,16,,OrthologMitoLowConf,NoHomolog,50-75ambig,16.643,0.003,1,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS",chr8,83290347,83298456,1,15,41,1.17E+09,61,adipose,,,,,,,,,9.1,,,,,,
Tmito,80222,71807,Tars2,2610024N01Rik|AI429208|Tarsl1|Q3UQ84,"threonyl-tRNA synthetase 2, mitochondrial (putative)",ENSMUSG00000028107,723,1,SharedDomain,4,,HomologMitoLowConf,Homolog,50-75pure,16.6017,0.003,1,"APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++",chr3,95739973,95754977,13,34,224,3.11E+09,56,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.3,8.3,7.8,8.1,8.4,8.2,,7.7,8.5,7.3,8.8,7.7,8.6,8.8,"Nucleus but not nucleoli;Cytoplasm (APE, Supportive)"
Tmito,54802,66966,Trit1,2310075G14Rik|AI314189|AI314635|AV099619|IPT|MOD5|Q80UN9,tRNA isopentenyltransferase 1,ENSMUSG00000028653,467,1,SharedDomain,6,,HomologMitoHighConf,Ortholog,0-25ambig,16.5164,0.003,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",chr4,123016596,123054934,1,3,3,6.95E+07,9,cerebellum,,7.8,,,,,,,,,,,,,"Nucleus (APE, Uncertain)"
Tmito,4706,70316,Ndufab1,2210401F17Rik|2310039H15Rik|2610003B19Rik|8kDa|9130423F15Rik|ACP|CI-SDAP|SDAP|Q9CR21,"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1",ENSMUSG00000030869,156,2,SharedDomain,NA,,HomologMitoHighConf,Ortholog,25-50pure,16.5102,0.003,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS+",chr7,122088043,122101848,14,8,430,2.21E+10,28,all 14,9.4,9,9.3,8.2,9.6,9.2,9.1,8.7,9.3,9.3,8.8,8.8,8.9,9.5,
Tnon_mito,,71832,Csl,1700007H16Rik|Q80X68,citrate synthase like,ENSMUSG00000046934,466,4,SharedDomain,2,,OrthologMitoLowConf,Homolog,50-75pure,16.4643,0.003,1,"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++",chr10,99757704,99759658,14,24,1224,1.68E+11,62,all 14,10.1,9.7,10,9.9,9.7,9.7,10.5,10.1,10,10.4,9.9,10.1,10.1,10.1,
Tmito,51012,66390,Slmo2,2310042G06Rik|AA407013|Q9CYY7,slowmo homolog 2 (Drosophila),ENSMUSG00000016257,195,,MitoDomain,25,1.69,OrthologMitoLowConf,NoHomolog,,16.4398,0.004,1,"GFP, yeast mito homolog+, mito protein domain+, induction, coexpression",chr2,174465090,174472941,,,,,,,,,,,,,,,,,,,,,"Nucleus (APE, Uncertain)"
Tmito,51629,68066,Slc25a39,3010027G13Rik|D11Ertd333e|Q9D8K8,"solute carrier family 25, member 39",ENSMUSG00000018677,359,,MitoDomain,21,2.03,OrthologMitoLowConf,NoHomolog,,16.4398,0.004,1,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression",chr11,102402975,102407517,,,,,,,,,,,,,,,,,,,,,
Tmito,23787,56462,Mtch1,2310034O17Rik|AI255158|AU018396|C77849|PSAP|Q791T5,mitochondrial carrier homolog 1 (C. elegans),ENSMUSG00000024012,389,,MitoDomain,2,-0.28,OrthologMitoLowConf,NoHomolog,50-75pure,16.4344,0.004,1,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",chr17,29332075,29347904,12,19,311,4.69E+09,52,"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",9,8.6,9,8.6,8.2,,7.3,,8.6,7.9,8.5,7.9,8.8,8.2,
Tpossible_mito,9812,66839,0610009O20Rik,2700004E22Rik|Dele|Kiaa0141|Q9DCV6,RIKEN cDNA 0610009O20 gene,ENSMUSG00000024442,510,1,SharedDomain,26,1.74,HomologMitoHighConf,NoHomolog,,16.4143,0.004,1,"targetP signal+, yeast mito homolog, mito protein domain, induction, coexpression",chr18,38250248,38262629,,,,,,,,,,,,,,,,,,,,,
Tpossible_mito,,113868,Acaa1a,Acaa|Acaa1|D9Ertd25e|PTL|Q921H8,acetyl-Coenzyme A acyltransferase 1A,ENSMUSG00000036138,424,2,SharedDomain,7,0.46,OrthologMitoLowConf,Homolog,50-75crude,16.403,0.004,1,"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression",chr9,119341293,119350295,9,22,311,1.75E+10,68,"spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,,7.2,9.6,10.1,,,8.7,7.5,7.5,7.3,8.1,8.4,
Tpossible_mito,55856,66834,Acot13,0610006O17Rik|Them2|Q9CQR4,acyl-CoA thioesterase 13,ENSMUSG00000006717,140,,SharedDomain,27,1.82,NoMitoHomolog,NoHomolog,75-100pure,16.364,0.004,1,"mito protein domain, induction, coexpression, MS/MS++",chr13,24817954,24831489,14,17,859,7.41E+10,89,all 14,9.8,9.7,9.8,9.5,10.3,9.8,9.8,8.9,9.2,9.6,9.5,9.7,9.4,9.4,"Cell Junctions (APE, Supportive)"
Tmito,51079,67184,Ndufa13,2700054G14Rik|AU022060|CDA016|CGI-39|GRIM-19|Grim19|F6W8I0,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13",ENSMUSG00000036199,144,,SharedDomain,40,,NoMitoHomolog,NoHomolog,75-100pure,16.2752,0.004,1,"literature, APEX_IMS, mito protein domain, coexpression++, MS/MS++",chr8,69894181,69902558,14,20,744,1.13E+11,75,all 14,10,9.8,10.2,9.9,10.2,9.7,9.9,9.4,9.8,9.9,10,10,9.7,9.7,"Mitochondria (APE, Supportive)"
Tmito,64902,268782,Agxt2,AI303810|AI663818|Q3UEG6,alanine-glyoxylate aminotransferase 2,ENSMUSG00000089678,541,2,SharedDomain,NA,,OrthologMitoHighConf,NoHomolog,25-50pure,16.2726,0.004,1,"literature, targetP signal, yeast mito homolog++, mito protein domain, MS/MS+",chr15,10358578,10409738,2,20,84,5.63E+09,47,"kidney, liver",,,,,9.4,9.5,,,,,,,,,
Tnon_mito,83642,223776,Selo,1300018J18Rik|Q9DBC0,selenoprotein O,ENSMUSG00000035757,667,1,MitoDomain,7,,HomologMitoHighConf,NoHomolog,0-25ambig,16.2563,0.004,1,"targetP signal+, yeast mito homolog, mito protein domain+, coexpression",chr15,89089106,89100340,9,7,35,3.57E+08,14,"spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,,7.5,,8.2,,6.7,7.2,6.8,8,7.3,6.6,6.8,"Nucleus (APE, Uncertain)"
Tpossible_mito,339229,66431,Oxld1,1810049H13Rik|Q9CR10,oxidoreductase like domain containing 1,ENSMUSG00000039670,201,3,MitoDomain,37,,HomologMitoHighConf,NoHomolog,0-25ambig,16.2479,0.005,1,"targetP signal, yeast mito homolog, mito protein domain+, coexpression+",chr11,120456603,120458063,3,2,8,2.60E+07,11,"adipose, largeintestine, stomach",,,,,,,,,7.2,,6.6,6.7,,,"Cytoplasm;Vesicles (APE, Uncertain)"
Tmito,9927,170731,Mfn2,D630023P19Rik|Fzo|Q80U63,mitofusin 2,ENSMUSG00000029020,757,,MitoDomain,18,1.83,NoMitoHomolog,NoHomolog,25-50pure,16.2416,0.005,1,"literature, mito protein domain+, induction, coexpression, MS/MS+",chr4,147873585,147904909,10,26,177,1.28E+09,31,"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, largeintestine, stomach, placenta, testis",7.9,8.7,8.7,8,,7.5,,,7.9,,7.3,6.7,7.2,7.5,
Tmito,4817,27045,Nit1,AI255805|ESTM30|W57327|Q8VDK1,nitrilase 1,ENSMUSG00000013997,323,1,SharedDomain,12,,NoMitoHomolog,NoHomolog,50-75pure,16.2184,0.005,1,"APEX_matrix, targetP signal+, mito protein domain, coexpression, MS/MS++",chr1,171342236,171345645,12,15,111,2.82E+09,68,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.6,7.4,7.5,8,8.5,8.9,,,8.6,8.4,8.4,7.9,8.6,8.2,"Nucleus but not nucleoli (APE, Uncertain)"
Tpossible_mito,4482,110265,Msra,2310045J23Rik|6530413P12Rik|MSR-A|Q9D6Y7,methionine sulfoxide reductase A,ENSMUSG00000054733,233,1,SharedDomain,11,,NoMitoHomolog,NoHomolog,50-75pure,16.2184,0.005,1,"targetP signal+, mito protein domain, coexpression, MS/MS++",chr14,64122620,64455903,13,15,166,8.65E+09,66,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta",8.2,8.1,8.6,8,9.6,9.4,8.2,6.7,8.4,8.8,8.3,8.7,8.2,,"Nucleus but not nucleoli (APE, Supportive)"
Tmito,55349,218865,Chdh,AU041472|D630034H06Rik|Q8BJ64,choline dehydrogenase,ENSMUSG00000015970,596,1,SharedDomain,14,,NoMitoHomolog,NoHomolog,50-75pure,16.2184,0.005,1,"APEX_matrix, targetP signal+, mito protein domain, coexpression, MS/MS++",chr14,30008999,30040466,9,43,926,7.21E+10,73,"spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,,7.6,10.5,10,,,9.5,10.2,9.7,8.8,9.7,9.5,
Tmito,84701,84682,Cox4i2,Cox4b|CoxIV-2|Q91W29,cytochrome c oxidase subunit IV isoform 2,ENSMUSG00000009876,172,2,MitoDomain,NA,,OrthologMitoHighConf,NoHomolog,0-25ambig,16.2142,0.005,1,"literature, targetP signal, yeast mito homolog++, mito protein domain+",chr2,152754172,152765037,7,4,21,7.41E+07,13,"cerebrum, spinalcord, heart, adipose, largeintestine, stomach, placenta",7.3,,,6.7,,,7,,5,,6.5,7.5,6.2,,
Tmito,7263,22117,Tst,Rhodanese|P52196,"thiosulfate sulfurtransferase, mitochondrial",ENSMUSG00000044986,297,3,SharedDomain,9,,NoMitoHomolog,Ortholog,50-75pure,16.1851,0.005,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr15,78399555,78405859,14,26,777,7.01E+10,75,all 14,9.3,9.1,9.6,9.4,9.8,10.3,7.8,8.1,9.5,8.5,10.2,8.9,9.5,10,"Mitochondria (APE, Supportive)"
Tmito,114294,80907,Lactb,LACT-1|Lact1|Mrpl56|Q9EP89,"lactamase, beta",ENSMUSG00000032370,551,3,SharedDomain,5,,NoMitoHomolog,Ortholog,50-75pure,16.1851,0.005,1,"literature, APEX_IMS, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr9,66955392,66975484,14,34,333,1.01E+10,61,all 14,9,8.5,8.1,8,9.2,9.1,7.6,8.8,8.2,8.1,7.9,7.7,8.9,9.6,"Mitochondria (APE, Supportive)"
Tmito,84334,68020,Apopt1,1700081D05Rik|2810002N01Rik|Apop-1|Apop1|Q9CQW7,"apoptogenic, mitochondrial 1",ENSMUSG00000037787,194,1,MitoDomain,32,,NoMitoHomolog,NoHomolog,0-25ambig,16.0936,0.005,1,"literature, targetP signal+, mito protein domain+, coexpression+",chr12,111713268,111755055,2,3,4,2.54E+07,18,"largeintestine, placenta",,,,,,,,,,,7.2,,6.9,,
Tpossible_mito,58510,56189,Prodh2,2510028N04Rik|2510038B11Rik|MmPOX|MmPOX1|POX1|Q8VCZ9,proline dehydrogenase (oxidase) 2,ENSMUSG00000036892,456,4,MitoDomain,2,,OrthologMitoLowConf,NoHomolog,25-50pure,16.0468,0.005,1,"targetP signal, yeast mito homolog+, mito protein domain+, MS/MS+",chr7,30493657,30513402,2,19,32,5.88E+08,46,"kidney, liver",,,,,8,8.7,,,,,,,,,"Nucleus but not nucleoli;Cytoplasm (APE, Supportive)"
Tmito,1349,66142,Cox7b,1100001F07Rik|1110004F07Rik|C80563|P56393,cytochrome c oxidase subunit VIIb,ENSMUSG00000031231,80,2,MitoDomain,NA,1.44,NoMitoHomolog,NoHomolog,25-50pure,16.0461,0.005,1,"literature, targetP signal, mito protein domain+, induction, MS/MS+",chrX,106015699,106022450,12,5,239,2.14E+09,34,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta",8,8.4,7.6,7.2,8.3,7.6,9,,7.9,8,7.1,8.4,8,,
Tmito,51022,69367,Glrx2,1700010P22Rik|AI645710|Grx2|Q923X4,glutaredoxin 2 (thioltransferase),ENSMUSG00000018196,156,1,SharedDomain,6,,HomologMitoLowConf,Homolog,50-75ambig,16.0446,0.005,1,"literature, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",chr1,143739348,143749678,8,7,57,4.28E+08,64,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, largeintestine, placenta, testis",7.9,7.2,7.8,7.6,,,,7,,,7.3,,8.2,7.6,"Nucleus but not nucleoli (APE, Supportive)"
Tmito,219,72535,Aldh1b1,2700007F14Rik|Q9CZS1,"aldehyde dehydrogenase 1 family, member B1",ENSMUSG00000035561,519,3,SharedDomain,1,,OrthologMitoLowConf,NoHomolog,75-100pure,16.0066,0.005,1,"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, MS/MS++",chr4,45799021,45804608,14,48,1467,1.73E+11,78,all 14,8.3,8.2,7.6,8,9.4,9.8,8.3,7.7,9.4,11.1,10.5,9,10,9.9,"Mitochondria (APE, Supportive)"
Tmito,4709,66495,Ndufb3,2700033I16Rik|AI415450|Q9CQZ6,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3,ENSMUSG00000026032,104,,MitoDomain,33,,NoMitoHomolog,NoHomolog,50-75pure,16.0023,0.005,1,"literature, APEX_IMS, APEX_matrix, mito protein domain+, coexpression+, MS/MS++",chr1,58586598,58595948,14,10,270,3.39E+10,73,all 14,9.5,9.3,9.6,9.1,9.9,9.4,9.3,8.9,9.3,9.5,9.3,9.2,9,8.9,
Tnon_mito,55862,52665,Echdc1,1700028A24Rik|AI314462|AI930038|D10Ertd667e|MMCD|Q9D9V3,enoyl Coenzyme A hydratase domain containing 1,ENSMUSG00000019883,322,,SharedDomain,16,,OrthologMitoLowConf,Homolog,75-100ambig,15.9539,0.005,1,"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",chr10,29313165,29346661,7,20,48,2.25E+09,79,"brainstem, spinalcord, liver, adipose, largeintestine, placenta, testis",,,7.8,7.3,,7.8,,,9.3,,7.5,,7.1,8.2,
